,ZIP,State,County,coastal_flood_events_96_19,State_abbrev,County_FIPS
1306,20762,MARYLAND,CHARLES,6,MD,24033
1307,20763,MARYLAND,CALVERT,10,MD,24027
1308,20768,MARYLAND,CHARLES,6,MD,24033
1309,20769,MARYLAND,CHARLES,6,MD,24033
1310,20770,MARYLAND,CHARLES,6,MD,24033
1311,20771,MARYLAND,CHARLES,6,MD,24033
1312,20772,MARYLAND,CHARLES,6,MD,24033
1313,20773,MARYLAND,CHARLES,6,MD,24033
1314,20774,MARYLAND,CHARLES,6,MD,24033
1315,20775,MARYLAND,CHARLES,6,MD,24033
1316,20777,MARYLAND,CALVERT,10,MD,24027
1317,20781,MARYLAND,CHARLES,6,MD,24033
1318,20782,MARYLAND,CHARLES,6,MD,24033
1319,20783,MARYLAND,CAROLINE,4,MD,24031
1320,20784,MARYLAND,CHARLES,6,MD,24033
1321,20785,MARYLAND,CHARLES,6,MD,24033
1322,20787,MARYLAND,CAROLINE,4,MD,24031
1323,20790,MARYLAND,CHARLES,6,MD,24033
1324,20791,MARYLAND,CHARLES,6,MD,24033
1325,20792,MARYLAND,CHARLES,6,MD,24033
1326,20794,MARYLAND,CALVERT,10,MD,24027
1327,20799,MARYLAND,CHARLES,6,MD,24033
1328,20810,MARYLAND,CAROLINE,4,MD,24031
1329,20811,MARYLAND,CAROLINE,4,MD,24031
1330,20812,MARYLAND,CAROLINE,4,MD,24031
1331,20814,MARYLAND,CAROLINE,4,MD,24031
1332,20815,MARYLAND,CAROLINE,4,MD,24031
1333,20816,MARYLAND,CAROLINE,4,MD,24031
1334,20817,MARYLAND,CAROLINE,4,MD,24031
1335,20818,MARYLAND,CAROLINE,4,MD,24031
1336,20824,MARYLAND,CAROLINE,4,MD,24031
1337,20825,MARYLAND,CAROLINE,4,MD,24031
1338,20827,MARYLAND,CAROLINE,4,MD,24031
1339,20830,MARYLAND,CAROLINE,4,MD,24031
1340,20832,MARYLAND,CAROLINE,4,MD,24031
1341,20833,MARYLAND,CALVERT,10,MD,24027
1342,20837,MARYLAND,CAROLINE,4,MD,24031
1343,20838,MARYLAND,CAROLINE,4,MD,24031
1344,20839,MARYLAND,CAROLINE,4,MD,24031
1345,20841,MARYLAND,CAROLINE,4,MD,24031
1346,20842,MARYLAND,CAROLINE,4,MD,24031
1347,20847,MARYLAND,CAROLINE,4,MD,24031
1348,20848,MARYLAND,CAROLINE,4,MD,24031
1349,20849,MARYLAND,CAROLINE,4,MD,24031
1350,20850,MARYLAND,CAROLINE,4,MD,24031
1351,20851,MARYLAND,CAROLINE,4,MD,24031
1352,20852,MARYLAND,CAROLINE,4,MD,24031
1353,20853,MARYLAND,CAROLINE,4,MD,24031
1354,20854,MARYLAND,CAROLINE,4,MD,24031
1355,20855,MARYLAND,CAROLINE,4,MD,24031
1356,20857,MARYLAND,CAROLINE,4,MD,24031
1357,20859,MARYLAND,CAROLINE,4,MD,24031
1358,20860,MARYLAND,CAROLINE,4,MD,24031
1359,20861,MARYLAND,CAROLINE,4,MD,24031
1360,20862,MARYLAND,CAROLINE,4,MD,24031
1361,20866,MARYLAND,CHARLES,6,MD,24033
1362,20868,MARYLAND,CAROLINE,4,MD,24031
1363,20871,MARYLAND,CAROLINE,4,MD,24031
1364,20872,MARYLAND,CAROLINE,4,MD,24031
1365,20874,MARYLAND,CAROLINE,4,MD,24031
1366,20875,MARYLAND,CAROLINE,4,MD,24031
1367,20876,MARYLAND,CAROLINE,4,MD,24031
1368,20877,MARYLAND,CAROLINE,4,MD,24031
1369,20878,MARYLAND,CAROLINE,4,MD,24031
1370,20879,MARYLAND,CAROLINE,4,MD,24031
1371,20880,MARYLAND,CAROLINE,4,MD,24031
1372,20882,MARYLAND,CAROLINE,4,MD,24031
1373,20883,MARYLAND,CAROLINE,4,MD,24031
1374,20884,MARYLAND,CAROLINE,4,MD,24031
1375,20885,MARYLAND,CAROLINE,4,MD,24031
1376,20886,MARYLAND,CAROLINE,4,MD,24031
1377,20889,MARYLAND,CAROLINE,4,MD,24031
1378,20891,MARYLAND,CAROLINE,4,MD,24031
1379,20892,MARYLAND,CAROLINE,4,MD,24031
1380,20894,MARYLAND,CAROLINE,4,MD,24031
1381,20895,MARYLAND,CAROLINE,4,MD,24031
1382,20896,MARYLAND,CAROLINE,4,MD,24031
1383,20898,MARYLAND,CAROLINE,4,MD,24031
1384,20899,MARYLAND,CAROLINE,4,MD,24031
1385,20901,MARYLAND,CAROLINE,4,MD,24031
1386,20902,MARYLAND,CAROLINE,4,MD,24031
1387,20903,MARYLAND,CHARLES,6,MD,24033
1388,20904,MARYLAND,CHARLES,6,MD,24033
1389,20905,MARYLAND,CAROLINE,4,MD,24031
1390,20906,MARYLAND,CAROLINE,4,MD,24031
1391,20907,MARYLAND,CAROLINE,4,MD,24031
1392,20910,MARYLAND,CAROLINE,4,MD,24031
1393,20911,MARYLAND,CAROLINE,4,MD,24031
1394,20912,MARYLAND,CHARLES,6,MD,24033
1395,20913,MARYLAND,CAROLINE,4,MD,24031
1396,20914,MARYLAND,CAROLINE,4,MD,24031
1397,20915,MARYLAND,CAROLINE,4,MD,24031
1398,20916,MARYLAND,CAROLINE,4,MD,24031
1399,20918,MARYLAND,CAROLINE,4,MD,24031
1400,20993,MARYLAND,CAROLINE,4,MD,24031
1401,21001,MARYLAND,MARYLAND BEACHES,6,MD,24025
1402,21005,MARYLAND,MARYLAND BEACHES,6,MD,24025
1403,21009,MARYLAND,MARYLAND BEACHES,6,MD,24025
1404,21010,MARYLAND,MARYLAND BEACHES,6,MD,24025
1405,21013,MARYLAND,MARYLAND BEACHES,6,MD,24025
1406,21014,MARYLAND,MARYLAND BEACHES,6,MD,24025
1407,21015,MARYLAND,MARYLAND BEACHES,6,MD,24025
1408,21017,MARYLAND,MARYLAND BEACHES,6,MD,24025
1409,21018,MARYLAND,MARYLAND BEACHES,6,MD,24025
1410,21028,MARYLAND,MARYLAND BEACHES,6,MD,24025
1411,21029,MARYLAND,CALVERT,10,MD,24027
1412,21034,MARYLAND,MARYLAND BEACHES,6,MD,24025
1413,21036,MARYLAND,CALVERT,10,MD,24027
1414,21040,MARYLAND,MARYLAND BEACHES,6,MD,24025
1415,21041,MARYLAND,CALVERT,10,MD,24027
1416,21042,MARYLAND,CALVERT,10,MD,24027
1417,21043,MARYLAND,CALVERT,10,MD,24027
1418,21044,MARYLAND,CALVERT,10,MD,24027
1419,21045,MARYLAND,CALVERT,10,MD,24027
1420,21046,MARYLAND,CALVERT,10,MD,24027
1421,21047,MARYLAND,MARYLAND BEACHES,6,MD,24025
1422,21050,MARYLAND,MARYLAND BEACHES,6,MD,24025
1423,21075,MARYLAND,CALVERT,10,MD,24027
1424,21076,MARYLAND,CALVERT,10,MD,24027
1425,21078,MARYLAND,MARYLAND BEACHES,6,MD,24025
1426,21082,MARYLAND,MARYLAND BEACHES,6,MD,24025
1427,21084,MARYLAND,MARYLAND BEACHES,6,MD,24025
1428,21085,MARYLAND,MARYLAND BEACHES,6,MD,24025
1429,21087,MARYLAND,MARYLAND BEACHES,6,MD,24025
1430,21104,MARYLAND,CALVERT,10,MD,24027
1431,21111,MARYLAND,MARYLAND BEACHES,6,MD,24025
1432,21130,MARYLAND,MARYLAND BEACHES,6,MD,24025
1433,21132,MARYLAND,MARYLAND BEACHES,6,MD,24025
1434,21150,MARYLAND,CALVERT,10,MD,24027
1435,21154,MARYLAND,MARYLAND BEACHES,6,MD,24025
1436,21160,MARYLAND,MARYLAND BEACHES,6,MD,24025
1437,21161,MARYLAND,MARYLAND BEACHES,6,MD,24025
1438,21163,MARYLAND,CALVERT,10,MD,24027
1439,21520,MARYLAND,CECIL,2,MD,24023
1440,21521,MARYLAND,CECIL,2,MD,24023
1441,21522,MARYLAND,CECIL,2,MD,24023
1442,21523,MARYLAND,CECIL,2,MD,24023
1443,21531,MARYLAND,CECIL,2,MD,24023
1444,21532,MARYLAND,CECIL,2,MD,24023
1445,21536,MARYLAND,CECIL,2,MD,24023
1446,21538,MARYLAND,CECIL,2,MD,24023
1447,21539,MARYLAND,CECIL,2,MD,24023
1448,21541,MARYLAND,CECIL,2,MD,24023
1449,21550,MARYLAND,CECIL,2,MD,24023
1450,21561,MARYLAND,CECIL,2,MD,24023
1451,21562,MARYLAND,CECIL,2,MD,24023
1452,21601,MARYLAND,KENT,6,MD,24041
1453,21607,MARYLAND,BALTIMORE,11,MD,24011
1454,21609,MARYLAND,BALTIMORE,11,MD,24011
1455,21612,MARYLAND,KENT,6,MD,24041
1456,21624,MARYLAND,KENT,6,MD,24041
1457,21625,MARYLAND,KENT,6,MD,24041
1458,21629,MARYLAND,BALTIMORE,11,MD,24011
1459,21632,MARYLAND,BALTIMORE,11,MD,24011
1460,21636,MARYLAND,BALTIMORE,11,MD,24011
1461,21639,MARYLAND,BALTIMORE,11,MD,24011
1462,21640,MARYLAND,BALTIMORE,11,MD,24011
1463,21641,MARYLAND,BALTIMORE,11,MD,24011
1464,21643,MARYLAND,BALTIMORE,11,MD,24011
1465,21647,MARYLAND,KENT,6,MD,24041
1466,21649,MARYLAND,BALTIMORE,11,MD,24011
1467,21652,MARYLAND,KENT,6,MD,24041
1468,21653,MARYLAND,KENT,6,MD,24041
1469,21654,MARYLAND,KENT,6,MD,24041
1470,21655,MARYLAND,BALTIMORE,11,MD,24011
1471,21657,MARYLAND,BALTIMORE,11,MD,24011
1472,21660,MARYLAND,BALTIMORE,11,MD,24011
1473,21662,MARYLAND,KENT,6,MD,24041
1474,21663,MARYLAND,KENT,6,MD,24041
1475,21665,MARYLAND,KENT,6,MD,24041
1476,21671,MARYLAND,KENT,6,MD,24041
1477,21673,MARYLAND,KENT,6,MD,24041
1478,21676,MARYLAND,KENT,6,MD,24041
1479,21679,MARYLAND,KENT,6,MD,24041
1480,21723,MARYLAND,CALVERT,10,MD,24027
1481,21737,MARYLAND,CALVERT,10,MD,24027
1482,21738,MARYLAND,CALVERT,10,MD,24027
1483,21765,MARYLAND,CALVERT,10,MD,24027
1484,21771,MARYLAND,CALVERT,10,MD,24027
1485,21784,MARYLAND,CALVERT,10,MD,24027
1486,21794,MARYLAND,CALVERT,10,MD,24027
1487,21797,MARYLAND,CALVERT,10,MD,24027
1488,21901,MARYLAND,QUEEN ANNES,7,MD,24015
1489,21902,MARYLAND,QUEEN ANNES,7,MD,24015
1490,21903,MARYLAND,QUEEN ANNES,7,MD,24015
1491,21904,MARYLAND,QUEEN ANNES,7,MD,24015
1492,21911,MARYLAND,QUEEN ANNES,7,MD,24015
1493,21912,MARYLAND,QUEEN ANNES,7,MD,24015
1494,21913,MARYLAND,QUEEN ANNES,7,MD,24015
1495,21914,MARYLAND,QUEEN ANNES,7,MD,24015
1496,21915,MARYLAND,QUEEN ANNES,7,MD,24015
1497,21916,MARYLAND,QUEEN ANNES,7,MD,24015
1498,21917,MARYLAND,QUEEN ANNES,7,MD,24015
1499,21918,MARYLAND,QUEEN ANNES,7,MD,24015
1500,21919,MARYLAND,QUEEN ANNES,7,MD,24015
1501,21920,MARYLAND,QUEEN ANNES,7,MD,24015
1502,21921,MARYLAND,QUEEN ANNES,7,MD,24015
1503,21922,MARYLAND,QUEEN ANNES,7,MD,24015
1504,21930,MARYLAND,QUEEN ANNES,7,MD,24015
1505,22206,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1506,22301,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1507,22302,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1508,22304,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1509,22305,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1510,22311,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1511,22312,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1512,22313,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1513,22314,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1514,22320,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1515,22332,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1516,22333,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1517,22350,VIRGINIA,ALEXANDRIA CITY,2,VA,51510
1518,22437,VIRGINIA,CHESAPEAKE,6,VA,51097
1519,22514,VIRGINIA,CHESAPEAKE,6,VA,51097
1520,22560,VIRGINIA,CHESAPEAKE,6,VA,51097
1521,22623,VIRGINIA,GLOUCESTER,8,VA,51157
1522,22627,VIRGINIA,GLOUCESTER,8,VA,51157
1523,22630,VIRGINIA,GLOUCESTER,8,VA,51157
1524,22640,VIRGINIA,GLOUCESTER,8,VA,51157
1525,22713,VIRGINIA,GLOUCESTER,8,VA,51157
1526,22716,VIRGINIA,GLOUCESTER,8,VA,51157
1527,22740,VIRGINIA,GLOUCESTER,8,VA,51157
1528,22747,VIRGINIA,GLOUCESTER,8,VA,51157
1529,22749,VIRGINIA,GLOUCESTER,8,VA,51157
1530,23023,VIRGINIA,CHESAPEAKE,6,VA,51097
1531,23085,VIRGINIA,CHESAPEAKE,6,VA,51097
1532,23091,VIRGINIA,CHESAPEAKE,6,VA,51097
1533,23108,VIRGINIA,CHESAPEAKE,6,VA,51097
1534,23110,VIRGINIA,CHESAPEAKE,6,VA,51097
1535,23126,VIRGINIA,CHESAPEAKE,6,VA,51097
1536,23148,VIRGINIA,CHESAPEAKE,6,VA,51097
1537,23149,VIRGINIA,CHESAPEAKE,6,VA,51097
1538,23156,VIRGINIA,CHESAPEAKE,6,VA,51097
1539,23161,VIRGINIA,CHESAPEAKE,6,VA,51097
1540,23177,VIRGINIA,CHESAPEAKE,6,VA,51097
1541,23181,VIRGINIA,CHESAPEAKE,6,VA,51097
1542,23307,VIRGINIA,ESSEX,3,VA,51131
1543,23310,VIRGINIA,ESSEX,3,VA,51131
1544,23313,VIRGINIA,ESSEX,3,VA,51131
1545,23316,VIRGINIA,ESSEX,3,VA,51131
1546,23347,VIRGINIA,ESSEX,3,VA,51131
1547,23350,VIRGINIA,ESSEX,3,VA,51131
1548,23354,VIRGINIA,ESSEX,3,VA,51131
1549,23398,VIRGINIA,ESSEX,3,VA,51131
1550,23405,VIRGINIA,ESSEX,3,VA,51131
1551,23408,VIRGINIA,ESSEX,3,VA,51131
1552,23413,VIRGINIA,ESSEX,3,VA,51131
1553,23429,VIRGINIA,ESSEX,3,VA,51131
1554,23443,VIRGINIA,ESSEX,3,VA,51131
1555,23486,VIRGINIA,ESSEX,3,VA,51131
1556,23662,VIRGINIA,POQUOSON,2,VA,51735
1557,24014,VIRGINIA,ARLINGTON,17,VA,51067
1558,24055,VIRGINIA,ARLINGTON,17,VA,51067
1559,24059,VIRGINIA,ARLINGTON,17,VA,51067
1560,24065,VIRGINIA,ARLINGTON,17,VA,51067
1561,24067,VIRGINIA,ARLINGTON,17,VA,51067
1562,24079,VIRGINIA,ARLINGTON,17,VA,51067
1563,24088,VIRGINIA,ARLINGTON,17,VA,51067
1564,24091,VIRGINIA,ARLINGTON,17,VA,51067
1565,24092,VIRGINIA,ARLINGTON,17,VA,51067
1566,24101,VIRGINIA,ARLINGTON,17,VA,51067
1567,24102,VIRGINIA,ARLINGTON,17,VA,51067
1568,24112,VIRGINIA,ARLINGTON,17,VA,51067
1569,24121,VIRGINIA,ARLINGTON,17,VA,51067
1570,24137,VIRGINIA,ARLINGTON,17,VA,51067
1571,24146,VIRGINIA,ARLINGTON,17,VA,51067
1572,24151,VIRGINIA,ARLINGTON,17,VA,51067
1573,24176,VIRGINIA,ARLINGTON,17,VA,51067
1574,24184,VIRGINIA,ARLINGTON,17,VA,51067
1575,24236,VIRGINIA,KING WILLIAM,1,VA,51173
1576,24311,VIRGINIA,KING WILLIAM,1,VA,51173
1577,24316,VIRGINIA,KING WILLIAM,1,VA,51173
1578,24318,VIRGINIA,KING WILLIAM,1,VA,51173
1579,24319,VIRGINIA,KING WILLIAM,1,VA,51173
1580,24340,VIRGINIA,KING WILLIAM,1,VA,51173
1581,24354,VIRGINIA,KING WILLIAM,1,VA,51173
1582,24368,VIRGINIA,KING WILLIAM,1,VA,51173
1583,24370,VIRGINIA,KING WILLIAM,1,VA,51173
1584,24374,VIRGINIA,KING WILLIAM,1,VA,51173
1585,24375,VIRGINIA,KING WILLIAM,1,VA,51173
1586,24378,VIRGINIA,KING WILLIAM,1,VA,51173
1587,24651,VIRGINIA,KING WILLIAM,1,VA,51173
1588,27214,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1589,27215,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1590,27233,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1591,27235,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1592,27244,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1593,27249,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1594,27260,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1595,27261,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1596,27262,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1597,27263,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1598,27265,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1599,27268,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1600,27282,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1601,27283,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1602,27284,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1603,27298,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1604,27301,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1605,27310,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1606,27313,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1607,27317,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1608,27320,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1609,27342,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1610,27357,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1611,27358,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1612,27377,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1613,27401,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1614,27402,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1615,27403,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1616,27404,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1617,27405,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1618,27406,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1619,27407,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1620,27408,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1621,27409,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1622,27410,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1623,27411,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1624,27412,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1625,27413,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1626,27415,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1627,27416,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1628,27417,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1629,27419,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1630,27420,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1631,27425,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1632,27429,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1633,27435,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1634,27438,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1635,27455,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1636,27495,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1637,27497,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1638,27498,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1639,27499,NORTH CAROLINA,WESTERN HYDE,1,NC,37081
1640,28017,NORTH CAROLINA,CAMDEN,1,NC,37045
1641,28020,NORTH CAROLINA,CAMDEN,1,NC,37045
1642,28021,NORTH CAROLINA,CAMDEN,1,NC,37045
1643,28038,NORTH CAROLINA,CAMDEN,1,NC,37045
1644,28040,NORTH CAROLINA,CAMDEN,1,NC,37045
1645,28042,NORTH CAROLINA,CAMDEN,1,NC,37045
1646,28073,NORTH CAROLINA,CAMDEN,1,NC,37045
1647,28086,NORTH CAROLINA,CAMDEN,1,NC,37045
1648,28089,NORTH CAROLINA,CAMDEN,1,NC,37045
1649,28090,NORTH CAROLINA,CAMDEN,1,NC,37045
1650,28114,NORTH CAROLINA,CAMDEN,1,NC,37045
1651,28136,NORTH CAROLINA,CAMDEN,1,NC,37045
1652,28150,NORTH CAROLINA,CAMDEN,1,NC,37045
1653,28151,NORTH CAROLINA,CAMDEN,1,NC,37045
1654,28152,NORTH CAROLINA,CAMDEN,1,NC,37045
1655,28168,NORTH CAROLINA,CAMDEN,1,NC,37045
1656,28169,NORTH CAROLINA,CAMDEN,1,NC,37045
1657,28304,NORTH CAROLINA,BEAUFORT,2,NC,37093
1658,28306,NORTH CAROLINA,BEAUFORT,2,NC,37093
1659,28312,NORTH CAROLINA,CURRITUCK,3,NC,37017
1660,28315,NORTH CAROLINA,BEAUFORT,2,NC,37093
1661,28320,NORTH CAROLINA,CURRITUCK,3,NC,37017
1662,28332,NORTH CAROLINA,CURRITUCK,3,NC,37017
1663,28337,NORTH CAROLINA,CURRITUCK,3,NC,37017
1664,28357,NORTH CAROLINA,BEAUFORT,2,NC,37093
1665,28364,NORTH CAROLINA,BEAUFORT,2,NC,37093
1666,28371,NORTH CAROLINA,BEAUFORT,2,NC,37093
1667,28376,NORTH CAROLINA,BEAUFORT,2,NC,37093
1668,28377,NORTH CAROLINA,BEAUFORT,2,NC,37093
1669,28382,NORTH CAROLINA,CURRITUCK,3,NC,37017
1670,28384,NORTH CAROLINA,CURRITUCK,3,NC,37017
1671,28386,NORTH CAROLINA,BEAUFORT,2,NC,37093
1672,28392,NORTH CAROLINA,CURRITUCK,3,NC,37017
1673,28399,NORTH CAROLINA,CURRITUCK,3,NC,37017
1674,28423,NORTH CAROLINA,CURRITUCK,3,NC,37017
1675,28433,NORTH CAROLINA,CURRITUCK,3,NC,37017
1676,28434,NORTH CAROLINA,CURRITUCK,3,NC,37017
1677,28435,NORTH CAROLINA,CURRITUCK,3,NC,37017
1678,28438,NORTH CAROLINA,CURRITUCK,3,NC,37017
1679,28441,NORTH CAROLINA,CURRITUCK,3,NC,37017
1680,28444,NORTH CAROLINA,CURRITUCK,3,NC,37017
1681,28447,NORTH CAROLINA,CURRITUCK,3,NC,37017
1682,28448,NORTH CAROLINA,CURRITUCK,3,NC,37017
1683,28456,NORTH CAROLINA,CURRITUCK,3,NC,37017
1684,28501,NORTH CAROLINA,DARE,19,NC,37103
1685,28504,NORTH CAROLINA,DARE,19,NC,37103
1686,28522,NORTH CAROLINA,DARE,19,NC,37103
1687,28525,NORTH CAROLINA,NEW HANOVER,1,NC,37107
1688,28526,NORTH CAROLINA,DARE,19,NC,37103
1689,28530,NORTH CAROLINA,NEW HANOVER,1,NC,37107
1690,28538,NORTH CAROLINA,NEW HANOVER,1,NC,37107
1691,28551,NORTH CAROLINA,NEW HANOVER,1,NC,37107
1692,28555,NORTH CAROLINA,DARE,19,NC,37103
1693,28562,NORTH CAROLINA,DARE,19,NC,37103
1694,28572,NORTH CAROLINA,DARE,19,NC,37103
1695,28573,NORTH CAROLINA,DARE,19,NC,37103
1696,28574,NORTH CAROLINA,DARE,19,NC,37103
1697,28578,NORTH CAROLINA,NEW HANOVER,1,NC,37107
1698,28580,NORTH CAROLINA,NEW HANOVER,1,NC,37107
1699,28585,NORTH CAROLINA,DARE,19,NC,37103
1700,28612,NORTH CAROLINA,CAMDEN,1,NC,37045
1701,28708,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1702,28712,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1703,28718,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1704,28739,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1705,28742,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1706,28747,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1707,28759,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1708,28766,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1709,28768,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1710,28772,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1711,28774,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1712,28783,NORTH CAROLINA,PERQUIMANS,1,NC,37175
1713,29001,SOUTH CAROLINA,HORRY,2,SC,45085
1714,29009,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1715,29010,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1716,29020,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1717,29032,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1718,29040,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1719,29046,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1720,29051,SOUTH CAROLINA,HORRY,2,SC,45085
1721,29062,SOUTH CAROLINA,HORRY,2,SC,45085
1722,29069,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1723,29080,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1724,29102,SOUTH CAROLINA,HORRY,2,SC,45085
1725,29104,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1726,29114,SOUTH CAROLINA,HORRY,2,SC,45085
1727,29125,SOUTH CAROLINA,HORRY,2,SC,45085
1728,29128,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1729,29150,SOUTH CAROLINA,HORRY,2,SC,45085
1730,29151,SOUTH CAROLINA,HORRY,2,SC,45085
1731,29152,SOUTH CAROLINA,HORRY,2,SC,45085
1732,29153,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1733,29154,SOUTH CAROLINA,HORRY,2,SC,45085
1734,29162,SOUTH CAROLINA,HORRY,2,SC,45085
1735,29168,SOUTH CAROLINA,HORRY,2,SC,45085
1736,29512,SOUTH CAROLINA,CHARLESTON,130,SC,45069
1737,29516,SOUTH CAROLINA,CHARLESTON,130,SC,45069
1738,29525,SOUTH CAROLINA,CHARLESTON,130,SC,45069
1739,29550,SOUTH CAROLINA,BEAUFORT,29,SC,45061
1740,29565,SOUTH CAROLINA,CHARLESTON,130,SC,45069
1741,29570,SOUTH CAROLINA,CHARLESTON,130,SC,45069
1742,29594,SOUTH CAROLINA,CHARLESTON,130,SC,45069
1743,29596,SOUTH CAROLINA,CHARLESTON,130,SC,45069
1744,29827,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1745,29911,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1746,29916,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1747,29918,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1748,29921,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1749,29922,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1750,29923,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1751,29924,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1752,29932,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1753,29933,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1754,29934,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1755,29939,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
1756,29944,SOUTH CAROLINA,SOUTHERN COLLETON,11,SC,45049
